id_cmd|id_c|id_v|quantite_et_pdt|date_cmd
84|26|5|[{id_produit=56, quantite=11}, {id_produit=49, quantite=15}, {id_produit=31, quantite=4}, {id_produit=60, quantite=13}, {id_produit=26, quantite=9}, {id_produit=31, quantite=14}, {id_produit=1, quantite=16}, {id_produit=21, quantite=15}, {id_produit=1, quantite=5}, {id_produit=3, quantite=17}, {id_produit=6, quantite=20}, {id_produit=23, quantite=16}, {id_produit=60, quantite=3}, {id_produit=18, quantite=17}, {id_produit=17, quantite=3}, {id_produit=17, quantite=1}, {id_produit=31, quantite=10}, {id_produit=40, quantite=1}]|22-04-2021
85|1|2|[{id_produit=26, quantite=2}, {id_produit=6, quantite=14}, {id_produit=42, quantite=19}, {id_produit=19, quantite=17}, {id_produit=5, quantite=2}, {id_produit=36, quantite=3}, {id_produit=52, quantite=4}, {id_produit=52, quantite=15}, {id_produit=29, quantite=6}, {id_produit=55, quantite=7}, {id_produit=44, quantite=17}, {id_produit=1, quantite=3}, {id_produit=37, quantite=19}, {id_produit=48, quantite=5}, {id_produit=12, quantite=9}, {id_produit=48, quantite=19}]|05-06-2022
86|23|5|[{id_produit=45, quantite=6}, {id_produit=25, quantite=1}, {id_produit=40, quantite=1}, {id_produit=45, quantite=6}, {id_produit=10, quantite=18}, {id_produit=36, quantite=13}, {id_produit=31, quantite=17}, {id_produit=5, quantite=16}]|09-07-2022
87|81|2|[{id_produit=56, quantite=6}, {id_produit=43, quantite=1}, {id_produit=52, quantite=4}, {id_produit=42, quantite=7}]|30-01-2022
88|4|5|[{id_produit=8, quantite=9}, {id_produit=47, quantite=2}, {id_produit=28, quantite=15}, {id_produit=18, quantite=20}, {id_produit=52, quantite=2}, {id_produit=7, quantite=7}, {id_produit=49, quantite=1}, {id_produit=17, quantite=17}]|06-03-2021
89|28|4|[{id_produit=5, quantite=2}, {id_produit=41, quantite=3}, {id_produit=38, quantite=8}]|28-02-2022
90|72|4|[{id_produit=46, quantite=20}, {id_produit=34, quantite=15}, {id_produit=56, quantite=1}, {id_produit=41, quantite=11}, {id_produit=7, quantite=16}, {id_produit=55, quantite=9}]|22-09-2021
91|32|2|[{id_produit=18, quantite=18}, {id_produit=49, quantite=16}, {id_produit=8, quantite=4}, {id_produit=59, quantite=6}, {id_produit=59, quantite=20}, {id_produit=28, quantite=11}]|15-03-2021
92|30|2|[{id_produit=43, quantite=13}, {id_produit=56, quantite=15}, {id_produit=48, quantite=14}, {id_produit=22, quantite=13}, {id_produit=36, quantite=20}, {id_produit=27, quantite=8}, {id_produit=36, quantite=8}, {id_produit=15, quantite=4}]|22-05-2021
93|27|4|[{id_produit=47, quantite=3}, {id_produit=53, quantite=1}, {id_produit=41, quantite=14}, {id_produit=22, quantite=18}, {id_produit=15, quantite=11}, {id_produit=52, quantite=16}, {id_produit=3, quantite=12}, {id_produit=13, quantite=7}, {id_produit=17, quantite=13}]|27-11-2022
94|37|1|[{id_produit=53, quantite=2}, {id_produit=58, quantite=13}, {id_produit=55, quantite=20}, {id_produit=34, quantite=19}, {id_produit=60, quantite=7}, {id_produit=21, quantite=20}, {id_produit=44, quantite=9}, {id_produit=54, quantite=4}, {id_produit=48, quantite=14}]|12-08-2022
95|50|3|[{id_produit=49, quantite=6}, {id_produit=58, quantite=16}, {id_produit=5, quantite=11}, {id_produit=18, quantite=14}, {id_produit=51, quantite=9}, {id_produit=43, quantite=3}, {id_produit=19, quantite=4}, {id_produit=11, quantite=7}, {id_produit=52, quantite=2}, {id_produit=55, quantite=13}, {id_produit=19, quantite=4}]|15-07-2022
96|65|1|[{id_produit=53, quantite=9}, {id_produit=60, quantite=18}]|18-05-2021
97|79|2|[{id_produit=17, quantite=15}, {id_produit=3, quantite=16}, {id_produit=35, quantite=10}, {id_produit=35, quantite=3}, {id_produit=49, quantite=8}, {id_produit=49, quantite=9}, {id_produit=15, quantite=7}, {id_produit=55, quantite=10}, {id_produit=20, quantite=4}, {id_produit=39, quantite=5}, {id_produit=18, quantite=17}, {id_produit=29, quantite=3}, {id_produit=43, quantite=6}, {id_produit=42, quantite=10}, {id_produit=19, quantite=14}]|31-10-2022
98|51|5|[{id_produit=39, quantite=17}, {id_produit=50, quantite=2}, {id_produit=4, quantite=17}, {id_produit=7, quantite=20}, {id_produit=15, quantite=10}, {id_produit=21, quantite=5}, {id_produit=47, quantite=5}, {id_produit=28, quantite=4}, {id_produit=40, quantite=2}, {id_produit=59, quantite=16}, {id_produit=51, quantite=15}, {id_produit=26, quantite=13}, {id_produit=25, quantite=8}, {id_produit=21, quantite=18}, {id_produit=34, quantite=2}, {id_produit=25, quantite=16}, {id_produit=30, quantite=3}, {id_produit=15, quantite=15}]|26-03-2022
99|57|4|[{id_produit=30, quantite=11}, {id_produit=52, quantite=5}, {id_produit=9, quantite=18}, {id_produit=58, quantite=12}, {id_produit=52, quantite=13}, {id_produit=2, quantite=15}, {id_produit=57, quantite=11}, {id_produit=15, quantite=1}, {id_produit=37, quantite=2}, {id_produit=1, quantite=13}, {id_produit=47, quantite=15}, {id_produit=6, quantite=20}, {id_produit=56, quantite=1}, {id_produit=14, quantite=1}, {id_produit=58, quantite=7}, {id_produit=37, quantite=2}]|11-10-2022
100|48|2|[{id_produit=54, quantite=15}, {id_produit=15, quantite=6}, {id_produit=44, quantite=6}, {id_produit=55, quantite=11}, {id_produit=8, quantite=2}, {id_produit=52, quantite=14}, {id_produit=8, quantite=18}, {id_produit=2, quantite=17}, {id_produit=49, quantite=16}, {id_produit=2, quantite=10}, {id_produit=51, quantite=7}, {id_produit=43, quantite=10}, {id_produit=60, quantite=16}]|30-04-2022
101|85|3|[{id_produit=4, quantite=2}, {id_produit=6, quantite=1}, {id_produit=9, quantite=17}, {id_produit=24, quantite=15}, {id_produit=18, quantite=4}, {id_produit=16, quantite=13}, {id_produit=60, quantite=19}, {id_produit=34, quantite=9}, {id_produit=37, quantite=5}]|19-12-2021
102|54|2|[{id_produit=23, quantite=10}, {id_produit=2, quantite=11}, {id_produit=48, quantite=7}, {id_produit=19, quantite=4}, {id_produit=48, quantite=9}, {id_produit=20, quantite=10}, {id_produit=19, quantite=15}, {id_produit=15, quantite=17}, {id_produit=20, quantite=5}, {id_produit=17, quantite=4}, {id_produit=33, quantite=2}, {id_produit=25, quantite=6}, {id_produit=11, quantite=20}, {id_produit=14, quantite=9}, {id_produit=53, quantite=14}, {id_produit=42, quantite=1}, {id_produit=23, quantite=12}, {id_produit=13, quantite=1}]|10-01-2021
103|64|5|[{id_produit=35, quantite=5}, {id_produit=12, quantite=14}]|23-03-2021
104|14|1|[{id_produit=37, quantite=12}, {id_produit=11, quantite=4}]|27-12-2021
105|22|5|[{id_produit=36, quantite=14}, {id_produit=2, quantite=9}, {id_produit=47, quantite=13}, {id_produit=5, quantite=12}, {id_produit=55, quantite=18}, {id_produit=34, quantite=14}, {id_produit=50, quantite=13}]|12-02-2021
106|71|5|[{id_produit=57, quantite=2}, {id_produit=50, quantite=4}, {id_produit=23, quantite=15}, {id_produit=53, quantite=13}, {id_produit=17, quantite=12}, {id_produit=54, quantite=11}, {id_produit=19, quantite=2}, {id_produit=47, quantite=7}, {id_produit=55, quantite=13}, {id_produit=34, quantite=14}, {id_produit=28, quantite=3}, {id_produit=27, quantite=19}, {id_produit=3, quantite=2}, {id_produit=3, quantite=17}, {id_produit=4, quantite=15}, {id_produit=42, quantite=2}, {id_produit=3, quantite=12}]|21-10-2021
107|6|5|[{id_produit=57, quantite=3}, {id_produit=24, quantite=4}, {id_produit=20, quantite=6}, {id_produit=9, quantite=13}, {id_produit=53, quantite=20}, {id_produit=42, quantite=15}, {id_produit=34, quantite=18}, {id_produit=24, quantite=10}, {id_produit=25, quantite=8}, {id_produit=19, quantite=18}, {id_produit=2, quantite=10}]|17-10-2021
108|37|4|[{id_produit=9, quantite=12}, {id_produit=52, quantite=3}, {id_produit=51, quantite=1}, {id_produit=55, quantite=16}, {id_produit=29, quantite=19}, {id_produit=36, quantite=15}, {id_produit=17, quantite=14}, {id_produit=24, quantite=20}, {id_produit=50, quantite=18}, {id_produit=57, quantite=3}, {id_produit=11, quantite=16}]|17-12-2021
109|31|4|[{id_produit=17, quantite=8}, {id_produit=8, quantite=14}, {id_produit=18, quantite=8}, {id_produit=24, quantite=9}, {id_produit=9, quantite=19}, {id_produit=57, quantite=18}, {id_produit=22, quantite=7}, {id_produit=19, quantite=9}, {id_produit=40, quantite=7}, {id_produit=15, quantite=1}, {id_produit=37, quantite=17}, {id_produit=14, quantite=8}, {id_produit=51, quantite=12}, {id_produit=1, quantite=11}, {id_produit=55, quantite=14}, {id_produit=38, quantite=14}]|25-04-2021
110|57|4|[{id_produit=23, quantite=5}, {id_produit=35, quantite=5}, {id_produit=51, quantite=17}, {id_produit=45, quantite=18}, {id_produit=28, quantite=13}, {id_produit=13, quantite=18}, {id_produit=6, quantite=7}, {id_produit=40, quantite=3}, {id_produit=15, quantite=6}, {id_produit=45, quantite=5}]|31-08-2021
111|34|4|[{id_produit=37, quantite=10}, {id_produit=43, quantite=13}, {id_produit=9, quantite=14}, {id_produit=30, quantite=6}, {id_produit=30, quantite=4}, {id_produit=29, quantite=2}, {id_produit=9, quantite=13}, {id_produit=49, quantite=9}]|10-01-2022
112|63|3|[{id_produit=52, quantite=14}, {id_produit=46, quantite=8}, {id_produit=28, quantite=20}, {id_produit=4, quantite=19}, {id_produit=8, quantite=3}, {id_produit=20, quantite=4}, {id_produit=52, quantite=12}, {id_produit=41, quantite=14}, {id_produit=53, quantite=1}, {id_produit=28, quantite=15}, {id_produit=36, quantite=4}, {id_produit=12, quantite=7}, {id_produit=38, quantite=10}, {id_produit=38, quantite=20}, {id_produit=39, quantite=18}, {id_produit=59, quantite=15}, {id_produit=37, quantite=13}, {id_produit=24, quantite=8}, {id_produit=13, quantite=1}, {id_produit=29, quantite=20}]|25-12-2022
113|80|4|[{id_produit=41, quantite=16}, {id_produit=15, quantite=9}, {id_produit=25, quantite=4}, {id_produit=16, quantite=3}, {id_produit=2, quantite=4}, {id_produit=21, quantite=12}, {id_produit=56, quantite=16}, {id_produit=34, quantite=2}, {id_produit=21, quantite=1}, {id_produit=30, quantite=20}, {id_produit=3, quantite=13}, {id_produit=7, quantite=10}, {id_produit=28, quantite=15}, {id_produit=4, quantite=18}, {id_produit=56, quantite=15}, {id_produit=60, quantite=16}, {id_produit=53, quantite=11}, {id_produit=11, quantite=11}]|30-03-2021
114|4|2|[{id_produit=53, quantite=17}, {id_produit=46, quantite=1}, {id_produit=9, quantite=6}, {id_produit=8, quantite=13}, {id_produit=14, quantite=9}, {id_produit=24, quantite=20}, {id_produit=59, quantite=13}, {id_produit=30, quantite=16}, {id_produit=12, quantite=17}, {id_produit=44, quantite=4}, {id_produit=11, quantite=19}, {id_produit=16, quantite=12}, {id_produit=45, quantite=13}, {id_produit=19, quantite=4}, {id_produit=59, quantite=1}, {id_produit=3, quantite=11}, {id_produit=54, quantite=5}, {id_produit=6, quantite=2}, {id_produit=5, quantite=17}]|05-02-2021
115|4|4|[{id_produit=20, quantite=8}, {id_produit=47, quantite=14}, {id_produit=15, quantite=9}]|29-05-2022
116|56|1|[{id_produit=15, quantite=4}, {id_produit=23, quantite=12}, {id_produit=36, quantite=18}, {id_produit=48, quantite=9}, {id_produit=54, quantite=19}, {id_produit=35, quantite=2}, {id_produit=5, quantite=16}, {id_produit=36, quantite=6}, {id_produit=26, quantite=2}, {id_produit=45, quantite=19}, {id_produit=23, quantite=19}, {id_produit=40, quantite=10}, {id_produit=42, quantite=1}, {id_produit=40, quantite=16}]|13-11-2021
117|1|2|[{id_produit=23, quantite=10}, {id_produit=3, quantite=20}, {id_produit=38, quantite=4}, {id_produit=20, quantite=10}, {id_produit=42, quantite=4}, {id_produit=43, quantite=13}, {id_produit=5, quantite=12}, {id_produit=24, quantite=12}, {id_produit=20, quantite=14}, {id_produit=9, quantite=20}, {id_produit=11, quantite=7}, {id_produit=33, quantite=4}, {id_produit=3, quantite=3}, {id_produit=20, quantite=1}, {id_produit=49, quantite=20}, {id_produit=53, quantite=17}]|03-10-2022
118|10|2|[{id_produit=20, quantite=4}, {id_produit=5, quantite=5}, {id_produit=49, quantite=18}, {id_produit=51, quantite=8}, {id_produit=12, quantite=12}, {id_produit=23, quantite=5}, {id_produit=15, quantite=10}, {id_produit=42, quantite=9}, {id_produit=41, quantite=18}, {id_produit=11, quantite=17}, {id_produit=35, quantite=20}, {id_produit=23, quantite=14}, {id_produit=40, quantite=12}, {id_produit=52, quantite=6}, {id_produit=54, quantite=20}, {id_produit=53, quantite=1}, {id_produit=5, quantite=7}, {id_produit=4, quantite=18}, {id_produit=18, quantite=2}]|13-06-2022
119|32|3|[{id_produit=56, quantite=3}, {id_produit=38, quantite=1}, {id_produit=19, quantite=16}, {id_produit=44, quantite=10}, {id_produit=28, quantite=18}, {id_produit=57, quantite=5}, {id_produit=29, quantite=2}]|13-03-2022
120|69|5|[{id_produit=57, quantite=1}, {id_produit=14, quantite=18}, {id_produit=40, quantite=14}, {id_produit=30, quantite=6}, {id_produit=59, quantite=4}, {id_produit=33, quantite=9}, {id_produit=19, quantite=20}, {id_produit=19, quantite=11}, {id_produit=51, quantite=2}, {id_produit=10, quantite=19}, {id_produit=20, quantite=11}, {id_produit=36, quantite=11}, {id_produit=9, quantite=14}, {id_produit=6, quantite=3}, {id_produit=2, quantite=9}]|23-01-2021
121|49|2|[{id_produit=58, quantite=4}, {id_produit=1, quantite=10}]|07-01-2021
122|13|3|[{id_produit=50, quantite=4}, {id_produit=10, quantite=9}, {id_produit=37, quantite=20}, {id_produit=42, quantite=1}, {id_produit=38, quantite=5}, {id_produit=19, quantite=1}, {id_produit=2, quantite=20}, {id_produit=25, quantite=3}]|25-06-2021
123|27|2|[{id_produit=58, quantite=19}, {id_produit=26, quantite=19}, {id_produit=37, quantite=9}, {id_produit=5, quantite=8}, {id_produit=42, quantite=6}, {id_produit=54, quantite=17}, {id_produit=37, quantite=2}, {id_produit=44, quantite=1}, {id_produit=22, quantite=15}, {id_produit=21, quantite=16}, {id_produit=39, quantite=8}, {id_produit=19, quantite=11}, {id_produit=33, quantite=18}, {id_produit=11, quantite=7}, {id_produit=3, quantite=20}, {id_produit=18, quantite=20}]|06-01-2022
124|54|1|[{id_produit=25, quantite=7}, {id_produit=42, quantite=13}, {id_produit=25, quantite=20}, {id_produit=11, quantite=1}, {id_produit=12, quantite=3}, {id_produit=12, quantite=15}, {id_produit=45, quantite=3}, {id_produit=59, quantite=19}, {id_produit=34, quantite=19}, {id_produit=19, quantite=2}]|22-10-2022
125|35|3|[{id_produit=60, quantite=13}, {id_produit=48, quantite=4}, {id_produit=8, quantite=20}, {id_produit=24, quantite=7}, {id_produit=58, quantite=10}, {id_produit=20, quantite=1}, {id_produit=14, quantite=2}, {id_produit=59, quantite=7}, {id_produit=25, quantite=6}, {id_produit=52, quantite=7}, {id_produit=25, quantite=12}, {id_produit=60, quantite=1}, {id_produit=10, quantite=8}, {id_produit=60, quantite=13}, {id_produit=16, quantite=1}, {id_produit=59, quantite=5}, {id_produit=16, quantite=19}, {id_produit=16, quantite=16}, {id_produit=22, quantite=12}]|06-12-2021
126|26|2|[{id_produit=7, quantite=14}, {id_produit=14, quantite=20}, {id_produit=21, quantite=16}, {id_produit=42, quantite=4}, {id_produit=41, quantite=6}, {id_produit=29, quantite=10}, {id_produit=58, quantite=5}, {id_produit=60, quantite=8}, {id_produit=51, quantite=19}, {id_produit=4, quantite=2}]|13-08-2022
127|45|4|[{id_produit=2, quantite=13}, {id_produit=8, quantite=8}, {id_produit=19, quantite=5}, {id_produit=60, quantite=11}, {id_produit=17, quantite=5}, {id_produit=53, quantite=19}, {id_produit=36, quantite=14}, {id_produit=30, quantite=15}]|27-01-2022
128|20|3|[{id_produit=11, quantite=2}, {id_produit=43, quantite=7}, {id_produit=50, quantite=11}, {id_produit=39, quantite=7}, {id_produit=36, quantite=20}, {id_produit=47, quantite=6}]|27-11-2022
129|84|5|[{id_produit=25, quantite=3}, {id_produit=15, quantite=3}, {id_produit=27, quantite=9}, {id_produit=36, quantite=16}, {id_produit=13, quantite=7}, {id_produit=44, quantite=2}, {id_produit=9, quantite=8}, {id_produit=8, quantite=2}, {id_produit=2, quantite=9}, {id_produit=13, quantite=1}, {id_produit=22, quantite=9}]|23-12-2022
130|34|2|[{id_produit=26, quantite=10}]|29-07-2022
131|19|2|[{id_produit=16, quantite=18}, {id_produit=19, quantite=13}, {id_produit=3, quantite=17}, {id_produit=15, quantite=9}, {id_produit=8, quantite=15}, {id_produit=40, quantite=12}, {id_produit=6, quantite=20}, {id_produit=32, quantite=17}, {id_produit=56, quantite=17}, {id_produit=21, quantite=15}, {id_produit=3, quantite=9}, {id_produit=50, quantite=11}]|29-06-2021
132|23|1|[{id_produit=32, quantite=16}, {id_produit=43, quantite=5}, {id_produit=55, quantite=14}, {id_produit=10, quantite=15}, {id_produit=20, quantite=6}, {id_produit=31, quantite=10}, {id_produit=59, quantite=18}, {id_produit=5, quantite=4}, {id_produit=56, quantite=19}, {id_produit=59, quantite=14}, {id_produit=22, quantite=17}, {id_produit=56, quantite=19}, {id_produit=50, quantite=19}, {id_produit=47, quantite=10}, {id_produit=7, quantite=5}, {id_produit=13, quantite=20}, {id_produit=40, quantite=10}, {id_produit=2, quantite=20}]|20-09-2022
133|27|4|[{id_produit=9, quantite=7}, {id_produit=56, quantite=17}, {id_produit=53, quantite=15}, {id_produit=19, quantite=9}, {id_produit=54, quantite=20}, {id_produit=3, quantite=2}]|16-04-2021
134|92|1|[{id_produit=56, quantite=3}, {id_produit=57, quantite=12}, {id_produit=59, quantite=7}, {id_produit=12, quantite=7}, {id_produit=1, quantite=1}, {id_produit=47, quantite=13}, {id_produit=34, quantite=19}, {id_produit=55, quantite=17}, {id_produit=25, quantite=7}, {id_produit=58, quantite=6}, {id_produit=44, quantite=19}, {id_produit=29, quantite=20}]|27-05-2022
135|48|5|[{id_produit=47, quantite=8}, {id_produit=4, quantite=17}, {id_produit=22, quantite=7}, {id_produit=10, quantite=9}, {id_produit=53, quantite=7}, {id_produit=8, quantite=6}, {id_produit=19, quantite=9}, {id_produit=40, quantite=11}, {id_produit=46, quantite=19}, {id_produit=2, quantite=16}, {id_produit=37, quantite=8}, {id_produit=14, quantite=8}, {id_produit=2, quantite=14}]|23-08-2021
136|61|2|[{id_produit=54, quantite=2}]|04-10-2022
137|38|2|[{id_produit=35, quantite=20}, {id_produit=51, quantite=2}, {id_produit=52, quantite=16}, {id_produit=36, quantite=16}]|14-01-2021
138|32|2|[{id_produit=46, quantite=17}, {id_produit=31, quantite=11}, {id_produit=10, quantite=17}, {id_produit=23, quantite=11}, {id_produit=57, quantite=11}, {id_produit=27, quantite=1}, {id_produit=51, quantite=11}, {id_produit=15, quantite=13}, {id_produit=7, quantite=1}, {id_produit=6, quantite=6}, {id_produit=37, quantite=5}, {id_produit=8, quantite=4}, {id_produit=59, quantite=1}, {id_produit=41, quantite=17}, {id_produit=5, quantite=6}, {id_produit=24, quantite=10}]|18-09-2021
139|25|4|[{id_produit=40, quantite=5}, {id_produit=54, quantite=16}, {id_produit=59, quantite=15}, {id_produit=11, quantite=1}, {id_produit=31, quantite=20}, {id_produit=31, quantite=18}, {id_produit=51, quantite=17}, {id_produit=30, quantite=3}, {id_produit=41, quantite=6}, {id_produit=13, quantite=19}, {id_produit=21, quantite=16}, {id_produit=55, quantite=2}, {id_produit=14, quantite=1}, {id_produit=50, quantite=3}, {id_produit=14, quantite=2}, {id_produit=39, quantite=5}]|29-12-2021
140|1|2|[{id_produit=17, quantite=10}, {id_produit=38, quantite=11}, {id_produit=49, quantite=8}, {id_produit=14, quantite=3}, {id_produit=55, quantite=12}, {id_produit=48, quantite=6}, {id_produit=28, quantite=19}, {id_produit=41, quantite=12}, {id_produit=16, quantite=15}]|17-02-2022
